Restaurant_Name,Locality,Cuisines,Average_Cost_for_two,Restaurant_Url,City,Address,Available_Time,Contact_Number,Dining_Ratings,Dining_Votes,Delivery_Ratings,Delivery_Votes
Top In Town,"Anisabad, Patna","North Indian, Chinese, Mughlai, Biryani, South Indian, Fast Food, Desserts, Beverages",₹900 for two,https://www.zomato.com/patna/top-in-town-1-anisabad/info,Patna,"Police Colony, Near Manik Chand Talab, Anisabad, Patna",10:30am – 11pm,+916201176129,3.9,14,4.1,962
Platterz by The AVR,"Khajpura, Patna","North Indian, Chinese, Biryani, Oriental, Continental, Salad, Desserts, Beverages","₹1,400 for two",https://www.zomato.com/patna/platterz-by-the-avr-khajpura/info,Patna,"5th Floor, Kashyap Business Park, Big Bazaar, Bailey Road, Khajpura, Patna",Opens at 12:30pm,+917280000507,3.9,25,3.7,658
Cakebox,"Kankarbagh, Patna","Bakery, Fast Food",₹300 for two,https://www.zomato.com/patna/cakebox-kankarbagh/info,Patna,"Plot A-11, Sector D, Friends Housing Cooperative Society Limited, Kankarbagh, Patna",10am – 9pm,+916204187409,-,2,4.1,52
Cafe PikKuli,"Kankarbagh, Patna","North Indian, Chinese, Fast Food, Pizza, Continental, Beverages, Biryani, Desserts",₹700 for two,https://www.zomato.com/patna/cafe-pikkuli-1-kankarbagh/info,Patna,"Mig House 142, Lohiyanagar Housing Colony, Kankarbagh, Patna",11am – 10pm,+918585987233,2.8,11,4.0,136
Twins Cafe And Restaurant,"Kurji, Patna",North Indian,₹300 for two,https://www.zomato.com/patna/twins-cafe-and-restaurant-kurji/info,Patna,"Shop B-01, Universal Tower, Kurji, Patna",Closed,+917808410224,3.7,7,-,43
Laddoo Gopal Sweets,"Khajpura, Patna","Chinese, North Indian, South Indian, Mithai",₹900 for two,https://www.zomato.com/patna/laddoo-gopal-sweets-khajpura/info,Patna,"Bailey Road, Near Ranjan Path, Khajpura, Patna",11am – 10:15pm,+919279155594,4.0,24,4.2,"1,358"
Garage Kitchen,"Kankarbagh, Patna","Chinese, North Indian","₹1,000 for two",https://www.zomato.com/patna/garage-kitchen-1-kankarbagh/info,Patna,"4M/168, MIG Colony, Bhoothnath Road, Kankarbagh, Patna",10am – 11pm,+919262930555,4.0,28,4.2,"1,131"
The Great  Kabab Factory,"Khajpura, Patna","North Indian, Kebab, Mughlai, Biryani, Desserts",₹900 for two,https://www.zomato.com/patna/the-great-kabab-factory-khajpura/info,Patna,"6th Floor, B S Complex, Raja Bazar, Khajpura, Patna",Opens at 2pm,+919155992256,3.5,52,3.7,79
F.R.I.E.N.D.S Cafe,"Rajendra Nagar, Patna","Beverages, Chinese, Fast Food, Shake, Sichuan",₹300 for two,https://www.zomato.com/patna/f-r-i-e-n-d-s-cafe-rajendra-nagar/info,Patna,"Shop 3, N.M.C, Bhootnath Housing Colony, Rajendra Nagar, Patna",Opens at 12noon,+919319340943,-,1,3.8,308
The Picante Restrocafe,"Anisabad, Patna","North Indian, Chinese, Mughlai, South Indian, Biryani","₹1,100 for two",https://www.zomato.com/patna/the-picante-restrocafe-anisabad/info,Patna,"1st Floor, Beur More, By Pass, Near Revolt Showroom, Anisabad, Patna",Opens at 11:30am,+919308555038,-,1,4.3,84
