Restaurant_Name,Locality,Cuisines,Average_Cost_for_two,Restaurant_Url,City,Address,Available_Time,Contact_Number,Dining_Ratings,Dining_Votes,Delivery_Ratings,Delivery_Votes
Novelty Sweets & Restaurant,"Mohan Nagar, Amritsar","Mithai, Chinese, North Indian, Fast Food, Burger, Continental, Desserts, Beverages",₹500 for two,https://www.zomato.com/amritsar/novelty-sweets-restaurant-mohan-nagar/info,Amritsar,"279, Anand Nagar, 100 Feet Road, Mohan Nagar, Amritsar",9am – 11pm,+917888494694,-,3,4.0,"5,116"
Amore Cafe,"Ranjit Avenue, Amritsar","Cafe, Coffee, Shake, Beverages, Pizza, Pasta, Healthy Food, Fast Food",₹800 for two,https://www.zomato.com/amritsar/amore-cafe-ranjit-avenue/info,Amritsar,"5, B Block, Near District Shopping Center, Ranjit Avenue, Amritsar",10am – 9pm,+916262262728,-,3,4.3,34
KFK Bar-B-Que Fish-N-Chips,"Mall Road, Amritsar","North Indian, BBQ",₹500 for two,https://www.zomato.com/amritsar/kfk-bar-b-que-fish-n-chips-mall-road/info,Amritsar,"Booth 19 - 22, Plot 17, Kennedy Avenue, Amritsar, Mall Road, Amritsar",12:30pm – 11pm,+919888916161,4.2,105,4.1,"3,433"
Kale Da Dhaba,"Rani Ka Bagh, Amritsar","North Indian, Mughlai, Chinese, Beverages",₹500 for two,https://www.zomato.com/amritsar/kale-da-dhaba-1-rani-ka-bagh/info,Amritsar,"1, Court Road, Kichlu Chowk, Civil Lines, 5 P/S Verka, Kathu Nangal, Sadar, Rani Ka Bagh, Amritsar",12:30pm – 11pm,+917528929720,4.0,862,4.0,32.7K
Annpurna Veg. Dhaba,"Basant Nagar, Amritsar","North Indian, Chinese",₹400 for two,https://www.zomato.com/amritsar/annpurna-veg-dhaba-basant-nagar/info,Amritsar,"Opposite Medical College, R.B Dhuni Road, Basant Nagar, Amritsar",8:30am – 11pm,+911832225600,3.9,563,3.9,36.4K
The Brothers,"Basant Nagar, Amritsar","North Indian, Fast Food, Chinese, Sandwich, Desserts, Pizza, Burger, Continental",₹450 for two,https://www.zomato.com/amritsar/the-brothers-basant-nagar/info,Amritsar,"Majitha Road, Basant Nagar, Amritsar",8:30am – 11pm,"+917009803922,+917009803922",4.0,458,4.0,36.2K
Chawlas 2,"Ranjit Avenue, Amritsar","North Indian, Chinese",₹500 for two,https://www.zomato.com/amritsar/chawlas-2-3-ranjit-avenue/info,Amritsar,"SCO 48-C Block, Ranjit Avenue, Amritsar",11am – 11pm,"+919803717171,+911835053555",4.1,215,4.0,12.8K
Starbucks Coffee,"Ranjit Avenue, Amritsar","Cafe, Coffee",₹600 for two,https://www.zomato.com/amritsar/starbucks-coffee-ranjit-avenue/info,Amritsar,"SCO 35 & 36, Ajnala Road, Ranjit Avenue, Amritsar",9am – 9pm,"18602660010,+917380954250",3.6,46,4.0,"2,041"
Anjan Mutton & Chicken Products,"Kabir Park, Amritsar","Mughlai, Fast Food, Biryani, North Indian",₹500 for two,https://www.zomato.com/amritsar/anjan-mutton-chicken-products-kabir-park/info,Amritsar,"Opposite Khalsa College For Women, Kabir Park, Amritsar","12midnight – 3am, 9:30am – 12midnight",+917717300145,3.5,13,4.0,"1,115"
Coco Cabana,"Ranjit Avenue, Amritsar","North Indian, Chinese, Fast Food, Mughlai, Continental, Rolls, Desserts","₹1,000 for two",https://www.zomato.com/amritsar/coco-cabana-ranjit-avenue/info,Amritsar,"Plot 11, Defence Enclave, Ranjit Avenue, Amritsar",11am – 11pm,+919779774344,3.9,6,4.0,65
Pappi Di Hatti,"White Avenue, Amritsar","North Indian, Chinese, Continental, Fast Food, Mughlai, Biryani, Bakery",₹400 for two,https://www.zomato.com/amritsar/pappi-di-hatti-white-avenue/info,Amritsar,"B 1, Green Avenue Market, White Avenue, Amritsar",11am – 11:30pm,"+911832504371,+911832505307,+919855254371",4.2,525,4.0,17.3K
